Rk,Player,Age,MP,Min,90s,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,xG,npxG,xAG,xG+xAG,xA,npxG+xAG,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Pos,-
159,Carlos Alcaraz,21,17,800,8.9,7,10,0,2,3,5,2,0,0,0,1.8,1.8,1.7,,0.7,3.5,+0.2,+0.2,+1.3,0.07,29,0.07,0.17,12,41.4,19.9,1,29,0.07,0.17,12,41.4,19.9,1,237,291,81.4,14,24,19,4,48,4184,1073,103,119,86.6,99,111,89.2,26,39,66.7,34,25,2,3,3,1,0,6,5,0,0,1,0,0,223,1443,805,23,22,2,14,13,259,22,259,22,223,1443,805,23,22,2,14,13,395,15,64,176,165,21,395,FWMF,4abac767
160,Jordy Alcivar,24,10,395,4.4,5,5,4,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,0.2,0.7,-0.5,-0.5,-0.2,0.10,5,0.00,0.00,3,60.0,29.2,3,5,0.00,0.00,3,60.0,29.2,3,138,184,75.0,6,12,2,0,17,2862,874,50,67,74.6,61,74,82.4,25,35,71.4,12,7,2,0,2,0,1,1,1,0,0,0,0,0,128,639,298,5,4,0,10,5,131,7,131,7,128,639,298,5,4,0,10,5,233,6,54,144,39,2,233,MFFW,6e98c19f
161,Josimar Alcocer,20,24,1309,14.5,12,12,1,1,0,1,1,0,0,0,2.5,2.5,0.9,3.4,1.3,3.4,-1.5,-1.5,-0.9,0.10,25,0.04,0.08,12,48.0,17.4,0,25,0.04,0.08,12,48.0,17.4,0,305,394,77.4,12,20,7,0,37,5022,973,141,173,81.5,115,145,79.3,29,43,67.4,45,32,0,5,7,1,0,2,0,0,0,2,0,0,413,3188,1359,37,24,19,29,26,378,96,378,96,413,3188,1359,37,24,19,29,26,621,35,153,235,243,56,621,FWMF,757f7081
162,Omar Alderete,27,36,3066,34.1,35,1,3,1,0,1,1,0,0,0,1.7,1.7,0.9,2.6,0.9,2.6,-0.7,-0.7,-0.9,0.04,40,0.03,0.10,10,25.0,21.9,7,40,0.03,0.10,10,25.0,21.9,7,724,1106,65.5,11,132,15,2,112,16992,7859,191,235,81.3,367,464,79.1,163,366,44.5,37,28,1,1,5,1,1,4,2,0,0,1,1,0,633,4014,2546,25,20,2,30,9,658,7,658,7,633,4014,2546,25,20,2,30,9,1585,192,681,796,122,39,1585,DF,bb08bce9
163,Gerald Alders,19,25,1783,19.8,20,5,8,0,1,1,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,+1.0,,4,0.00,,0,0.0,,0,4,0.00,,0,0.0,,0,15,20,75.0,0,1,0,0,1,224,29,8,10,80.0,7,9,77.8,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,7,0,0,0,0,0,11,1,11,1,11,25,7,0,0,0,0,0,26,4,11,13,2,0,26,DF,04d6cc51
164,Toby Alderweireld,35,27,2425,26.9,27,0,0,3,2,5,3,0,0,0,1.8,1.8,1.7,3.5,1.2,3.5,+1.2,+1.2,+0.3,0.07,27,0.11,0.38,8,29.6,12.7,1,27,0.11,0.38,8,29.6,12.7,1,1402,1698,82.6,7,101,6,1,90,32415,12466,282,333,84.7,834,898,92.9,278,447,62.2,24,18,1,0,3,1,1,4,3,0,0,0,1,0,1423,6864,3094,6,4,1,14,6,1356,11,1356,11,1423,6864,3094,6,4,1,14,6,1965,249,969,926,78,36,1965,DF,f7d50789
165,Ryan Alebiosu,22,26,1600,17.8,20,6,6,0,3,3,0,0,0,0,0.1,0.1,0.8,1.0,1.3,1.0,-0.1,-0.1,+2.2,0.03,11,0.00,0.00,3,27.3,18.8,0,11,0.00,0.00,3,27.3,18.8,0,159,225,70.7,7,12,11,3,15,2356,734,88,104,84.6,55,84,65.5,7,17,41.2,10,9,1,0,0,0,0,2,2,0,0,0,0,0,192,1575,700,27,14,7,11,6,181,42,181,42,192,1575,700,27,14,7,11,6,300,15,63,117,122,15,300,DF,ce048fb8
166,Iván Alejo,29,22,1037,11.5,11,11,0,0,2,2,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,+2.0,,10,0.00,0.00,1,10.0,,0,10,0.00,0.00,1,10.0,,0,11,19,57.9,1,2,1,1,3,254,109,5,8,62.5,3,4,75.0,3,5,60.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,70,33,1,0,0,0,0,15,5,15,5,15,70,33,1,0,0,0,0,20,0,2,9,9,0,20,MF,3d7e48ce
167,Milan Aleksić,18,14,791,8.8,8,6,34,1,1,2,1,0,0,0,0.8,0.8,0.3,1.1,0.3,1.1,-0.8,-0.8,+0.7,0.13,18,0.00,0.00,7,38.9,19.6,0,18,0.00,0.00,7,38.9,19.6,0,69,106,65.1,3,5,3,2,6,1159,210,34,45,75.6,23,33,69.7,7,12,58.3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,93,654,340,11,6,3,12,2,106,29,106,29,93,654,340,11,6,3,12,2,158,3,24,62,75,11,158,MFFW,c79f7793
168,Isak Alemayehu Mulugeta,17,4,107,1.2,0,4,2,1,0,1,1,0,0,0,0.2,0.2,0.1,0.3,0.0,0.3,+0.8,+0.8,-0.1,0.23,1,1.00,1.00,1,100.0,5.3,0,1,1.00,1.00,1,100.0,5.3,0,56,66,84.8,2,3,0,0,2,658,105,36,40,90.0,12,14,85.7,1,2,50.0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,57,267,59,1,3,0,1,2,59,4,59,4,57,267,59,1,3,0,1,2,89,2,11,48,31,3,89,FWMF,d339c444
169,Carles Aleñá,26,25,1600,17.8,18,7,9,0,2,2,0,0,0,0,1.6,1.6,1.4,,1.4,3.0,-1.6,-1.6,+0.6,0.08,21,0.00,0.00,5,23.8,18.3,1,21,0.00,0.00,5,23.8,18.3,1,452,589,76.7,22,44,17,3,70,6889,1799,241,276,87.3,160,199,80.4,31,59,52.5,52,34,7,3,3,5,0,4,2,1,0,0,1,0,418,1855,840,21,27,3,26,20,507,53,507,53,418,1855,840,21,27,3,26,20,753,7,89,374,299,32,753,MF,6c811eb7
170,Ajibola Alese,23,13,762,8.5,9,4,2,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.3,1.0,-0.5,-0.5,-0.5,0.15,3,0.00,0.00,1,33.3,8.3,0,3,0.00,0.00,1,33.3,8.3,0,279,350,79.7,3,20,6,2,29,5056,1604,113,125,90.4,132,153,86.3,28,55,50.9,7,5,1,0,1,0,0,0,0,0,0,0,0,0,194,732,421,3,4,2,5,4,234,19,234,19,194,732,421,3,4,2,5,4,432,46,186,171,77,13,432,DF,182a8b9d
171,Trent Alexander-Arnold,25,44,3073,34.1,37,7,3,4,7,11,4,0,0,0,2.3,2.3,7.8,,8.0,10.2,+0.7,+0.7,-0.8,0.04,56,0.05,0.27,11,19.6,24.2,6,56,0.05,0.27,11,19.6,24.2,6,1725,2344,73.6,57,245,72,20,278,33331,13429,739,829,89.1,722,931,77.6,237,498,47.6,115,87,17,6,5,0,0,12,10,2,0,0,0,0,1434,6348,3406,56,43,9,24,19,1707,110,1707,110,1434,6348,3406,56,43,9,24,19,2675,108,708,1211,776,45,2675,DF,cd1acf9d
172,Sotiris Alexandropoulos,22,26,687,7.6,6,20,3,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,0.7,0.9,-0.2,-0.2,-0.7,0.04,6,0.00,0.00,1,16.7,25.7,0,6,0.00,0.00,1,16.7,25.7,0,343,431,79.6,5,35,5,0,54,5864,1823,146,169,86.4,153,175,87.4,28,57,49.1,13,9,1,2,0,0,1,1,1,0,0,0,0,0,377,2368,1069,15,18,3,16,9,351,11,351,11,377,2368,1069,15,18,3,16,9,544,17,129,325,99,6,544,MF,4288f249
173,Arthur Alexis,18,1,12,0.1,0,1,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,6,8,75.0,0,0,0,0,0,79,32,3,4,75.0,2,2,100.0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,5,0,5,0,7,28,0,0,0,0,0,0,11,1,2,6,3,0,11,MF,c1d1d3d8
174,Migouel Alfarela,26,33,1711,19.0,18,15,5,10,2,12,10,0,1,1,0.3,0.3,0.0,0.3,0.0,0.3,-0.3,-0.3,+2.0,0.30,10,0.10,0.50,2,20.0,15.9,0,10,0.10,0.50,2,20.0,15.9,0,16,20,80.0,0,2,2,0,5,185,95,7,10,70.0,5,6,83.3,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,92,60,2,1,0,1,0,17,3,17,3,17,92,60,2,1,0,1,0,30,0,3,10,17,2,30,MFFW,681b4836
175,Alfon,25,29,1628,18.1,17,12,9,8,5,13,8,0,0,0,4.6,4.6,2.6,7.2,2.1,7.2,+0.4,+0.4,+2.4,0.10,54,0.15,0.35,23,42.6,17.3,0,54,0.15,0.35,23,42.6,17.3,0,263,377,69.8,24,8,7,1,22,3844,521,146,165,88.5,94,132,71.2,11,27,40.7,59,32,0,12,9,6,0,7,4,0,0,2,1,0,374,2856,1693,89,39,47,29,20,428,170,428,170,374,2856,1693,89,39,47,29,20,551,2,44,139,374,114,551,FWMF,1c772b46
176,Luis Alfonso Rodríguez,33,23,1379,15.3,16,7,4,0,1,1,0,0,0,0,0.2,0.2,0.9,1.1,1.2,1.1,-0.2,-0.2,+0.1,0.02,10,0.00,0.00,1,10.0,29.5,0,10,0.00,0.00,1,10.0,29.5,0,810,1004,80.7,13,100,10,4,103,14769,6138,338,374,90.4,376,443,84.9,88,153,57.5,30,25,3,1,1,0,0,3,3,0,0,0,0,0,605,2943,1336,28,25,2,19,7,681,49,681,49,605,2943,1336,28,25,2,19,7,1157,30,288,629,248,3,1157,DF,125d6bed
177,Steven Alfred,26,3,264,2.9,3,0,0,1,0,1,1,0,0,0,1.2,1.2,0.2,1.5,0.1,1.5,-0.2,-0.2,-0.2,0.09,14,0.07,0.20,5,35.7,14.1,0,14,0.07,0.20,5,35.7,14.1,0,35,54,64.8,4,3,1,0,1,514,54,16,22,72.7,14,22,63.6,2,3,66.7,9,4,0,2,3,0,0,0,0,0,0,0,0,0,43,208,103,4,3,0,11,6,62,14,62,14,43,208,103,4,3,0,11,6,94,6,10,42,44,19,94,FW,e0a5e5e2
178,Baba Alhassan,24,38,1664,18.5,14,24,7,2,0,2,2,0,0,0,0.3,0.3,0.2,,0.3,0.5,-0.3,-0.3,-0.2,0.16,23,0.09,0.33,6,26.1,17.6,0,23,0.09,0.33,6,26.1,17.6,0,121,144,84.0,3,6,2,0,10,1670,540,79,89,88.8,35,40,87.5,4,6,66.7,7,6,0,1,0,0,0,0,0,0,0,0,0,0,105,415,152,2,3,1,9,6,117,2,117,2,105,415,152,2,3,1,9,6,203,13,71,112,22,2,203,MFDF,5cc82ba9
179,Mohamed Ali Cho,20,35,1954,21.7,24,11,2,4,4,8,4,0,0,0,4.4,4.4,4.4,7.9,4.1,8.7,-0.4,-0.4,-0.4,0.12,40,0.10,0.24,17,42.5,17.4,0,40,0.10,0.24,17,42.5,17.4,0,375,533,70.4,35,23,38,7,60,5551,1442,223,267,83.5,116,164,70.7,24,51,47.1,68,51,4,6,1,6,0,11,8,0,1,1,1,0,516,3738,2176,88,47,33,74,33,606,153,606,153,516,3738,2176,88,47,33,74,33,794,9,78,333,404,80,794,FWMF,f8405304
180,Hussein Ali,22,6,212,2.4,1,5,20,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,82,101,81.2,0,8,0,0,8,1304,368,36,40,90.0,42,50,84.0,2,7,28.6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,52,197,76,1,2,0,1,1,75,4,75,4,52,197,76,1,2,0,1,1,129,10,42,71,16,0,129,DF,b8a919ad
181,Ömer Ali Şahiner,32,25,1609,17.9,20,5,3,1,1,2,1,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,+1.0,,7,0.14,0.20,5,71.4,,0,7,0.14,0.20,5,71.4,,0,67,84,79.8,1,4,0,0,5,1196,266,29,36,80.6,29,35,82.9,7,10,70.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,198,97,3,0,0,0,1,58,4,58,4,49,198,97,3,0,0,0,1,91,4,20,48,23,3,91,DFMF,2b59d76f
182,Faride Alidou,23,15,313,3.5,0,15,14,0,1,1,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,+1.0,0.01,9,0.00,0.00,2,22.2,32.2,0,9,0.00,0.00,2,22.2,32.2,0,16,20,80.0,1,0,1,1,1,198,42,7,7,100.0,4,6,66.7,1,2,50.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,17,98,44,1,3,0,1,1,19,2,19,2,17,98,44,1,3,0,1,1,31,2,5,11,17,0,31,FW,00f518d8
183,Saidou Alioum,21,8,177,2.0,1,7,0,2,0,2,2,0,0,0,1.3,1.3,0.0,1.4,0.1,1.4,+0.7,+0.7,0.0,0.22,6,0.33,0.40,5,83.3,18.1,0,6,0.33,0.40,5,83.3,18.1,0,40,61,65.6,1,1,2,0,5,492,116,27,37,73.0,8,13,61.5,1,2,50.0,3,1,0,1,0,0,1,2,0,0,1,0,0,1,48,291,168,8,3,1,2,5,62,26,62,26,48,291,168,8,3,1,2,5,81,1,13,26,46,11,81,MFFW,db7e298a
184,Ignacio Aliseda,24,21,1136,12.6,13,8,2,6,2,8,6,0,0,0,0.7,0.7,0.7,,0.3,1.4,-0.7,-0.7,+1.3,0.12,42,0.14,0.38,16,38.1,13.7,0,42,0.14,0.38,16,38.1,13.7,0,68,75,90.7,3,4,2,0,7,975,137,41,43,95.3,19,21,90.5,4,5,80.0,7,5,0,1,0,1,0,0,0,0,0,0,0,0,65,441,148,5,4,1,2,3,78,23,78,23,65,441,148,5,4,1,2,3,94,2,8,38,49,11,94,MFFW,bb8099ee
185,Jamie Allen,29,26,1373,15.3,16,10,16,0,0,0,0,0,0,0,0.5,0.5,0.1,,0.2,0.6,-0.5,-0.5,-0.1,0.05,11,0.00,0.00,2,18.2,23.8,0,11,0.00,0.00,2,18.2,23.8,0,364,419,86.9,4,46,4,0,37,5853,1384,174,196,88.8,154,170,90.6,21,28,75.0,14,10,0,0,2,1,1,2,2,0,0,0,0,0,242,914,323,2,4,0,16,10,294,6,294,6,242,914,323,2,4,0,16,10,527,23,116,330,88,4,527,MF,2c183a79
186,Joe Allen,34,27,752,8.4,8,19,8,1,1,2,1,0,0,0,0.9,0.9,0.4,1.3,0.9,1.3,+0.1,+0.1,+0.6,0.15,7,0.14,0.33,3,42.9,12.6,0,7,0.14,0.33,3,42.9,12.6,0,343,400,85.8,7,27,6,1,40,5734,1324,160,182,87.9,149,165,90.3,25,34,73.5,26,20,2,1,1,2,0,5,4,0,1,0,0,0,225,982,398,7,6,1,5,11,287,19,287,19,225,982,398,7,6,1,5,11,454,13,80,264,115,11,454,MF,9feb8f24
187,Tadeo Allende,25,3,102,1.1,0,3,7,2,0,2,2,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1,2.00,2.00,1,100.0,,0,1,2.00,2.00,1,100.0,,0,1,3,33.3,0,0,0,0,0,7,1,1,2,50.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,0,3,0,3,0,3,13,4,0,0,0,0,0,4,1,1,3,0,0,4,FWMF,75a66bed
188,Jim Allevinah,29,31,1933,21.5,26,5,0,2,3,5,2,0,0,0,4.2,4.2,2.5,6.7,1.7,6.7,-3.2,-3.2,+0.5,0.12,40,0.05,0.17,12,30.0,14.5,0,40,0.05,0.17,12,30.0,14.5,0,363,483,75.2,15,28,13,3,48,5265,1271,219,256,85.5,111,157,70.7,19,31,61.3,39,25,1,3,6,3,1,7,4,0,0,2,1,0,435,3164,1395,57,34,8,38,32,483,99,483,99,435,3164,1395,57,34,8,38,32,682,11,134,311,253,65,682,FW,1956b948
189,Dele Alli,28,1,9,0.1,0,1,9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,3,3,100.0,0,0,0,0,0,21,4,2,2,100.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,1,0,4,1,4,1,3,7,4,0,0,0,1,0,4,0,0,2,2,0,4,MF,cea4ee8f
190,Millenic Alli,24,45,2809,31.2,28,17,1,14,1,15,14,0,1,1,1.3,1.3,0.3,,0.3,1.7,+2.7,+2.7,+0.7,0.06,67,0.21,0.54,26,38.8,16.5,0,67,0.21,0.54,26,38.8,16.5,0,133,220,60.5,3,8,6,2,14,2039,474,83,109,76.1,33,61,54.1,10,19,52.6,22,8,0,6,5,3,0,3,0,0,2,1,0,0,209,1754,847,41,12,21,27,28,225,53,225,53,209,1754,847,41,12,21,27,28,353,16,61,99,198,47,353,FW,b639311c
191,Facundo Almada,26,24,1758,19.5,20,4,2,1,0,1,1,0,0,0,2.4,2.4,0.1,2.5,0.2,2.5,-1.4,-1.4,-0.1,0.22,11,0.09,0.20,5,45.5,8.9,0,11,0.09,0.20,5,45.5,8.9,0,672,835,80.5,2,48,2,0,44,14147,5835,193,209,92.3,371,422,87.9,99,179,55.3,12,8,1,0,2,0,1,3,2,0,0,1,0,0,521,2370,1028,6,4,1,9,2,599,4,599,4,521,2370,1028,6,4,1,9,2,1021,120,539,448,41,15,1021,DF,cd60f3ce
192,Thiago Almada,23,20,1213,13.5,11,9,1,2,4,6,2,0,0,0,2.5,2.5,2.8,0.6,2.8,5.3,-0.5,-0.5,+1.2,0.08,33,0.06,0.29,7,21.2,21.3,4,33,0.06,0.29,7,21.2,21.3,4,804,944,85.2,24,61,26,2,113,12448,3280,449,487,92.2,288,320,90.0,47,95,49.5,62,46,9,1,4,2,0,12,11,0,0,0,1,0,722,3757,1906,48,44,10,19,11,817,60,817,60,722,3757,1906,48,44,10,19,11,1049,23,177,481,400,37,1049,MF,27f33438
193,Dinis Almeida,29,35,2955,32.8,33,2,6,3,0,3,3,0,0,0,1.5,1.5,0.2,1.7,0.3,1.7,-0.5,-0.5,-0.2,0.50,3,0.33,1.00,1,33.3,7.5,0,3,0.33,1.00,1,33.3,7.5,0,323,376,85.9,3,17,0,0,8,6517,2299,91,102,89.2,193,210,91.9,38,62,61.3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,267,1105,475,3,0,0,6,2,302,0,302,0,267,1105,475,3,0,0,6,2,457,103,305,141,14,11,457,DF,f014e1bd
194,Domingos André Ribeiro Almeida,24,38,2127,23.6,25,13,3,0,4,4,0,0,0,0,1.2,1.2,3.2,4.4,4.9,4.4,-1.2,-1.2,+0.8,0.07,19,0.00,0.00,5,26.3,24.1,2,19,0.00,0.00,5,26.3,24.1,2,798,947,84.3,43,96,24,5,142,13067,3738,415,444,93.5,277,318,87.1,77,123,62.6,86,54,17,1,3,9,2,6,5,1,0,0,0,0,676,3596,1810,45,48,11,37,38,836,77,836,77,676,3596,1810,45,48,11,37,38,1162,15,150,596,428,43,1162,MFFW,e6697917
195,Gonçalo Almeida,21,19,814,9.0,9,10,6,0,0,0,0,0,0,0,0.7,0.7,0.9,1.6,0.9,1.6,-0.7,-0.7,-0.9,0.10,7,0.00,0.00,2,28.6,16.3,0,7,0.00,0.00,2,28.6,16.3,0,217,304,71.4,11,8,6,3,18,3834,1123,97,129,75.2,92,117,78.6,22,38,57.9,19,14,1,0,1,1,2,1,0,0,0,1,0,0,197,945,489,12,9,4,23,5,227,43,227,43,197,945,489,12,9,4,23,5,403,10,87,197,126,14,403,DFMF,198034b2
196,Iker Almena,20,19,1229,13.7,13,6,0,0,2,2,0,0,0,0,0.0,0.0,0.7,,0.4,0.7,0.0,0.0,+1.3,0.03,11,0.00,0.00,3,27.3,24.7,0,11,0.00,0.00,3,27.3,24.7,0,23,32,71.9,2,0,0,0,2,328,34,13,14,92.9,10,14,71.4,0,1,0.0,3,2,0,1,0,0,0,2,1,0,1,0,0,0,32,233,152,6,3,1,1,0,31,10,31,10,32,233,152,6,3,1,1,0,39,2,4,6,30,1,39,MFDF,0b32f721
197,Miguel Almirón,30,14,419,4.7,4,10,15,0,0,0,0,0,0,0,0.5,0.5,0.3,,0.2,0.8,-0.5,-0.5,-0.3,0.09,10,0.00,0.00,3,30.0,14.2,0,10,0.00,0.00,3,30.0,14.2,0,54,66,81.8,3,3,1,0,6,707,219,39,42,92.9,13,16,81.3,1,3,33.3,8,6,0,1,1,0,0,0,0,0,0,0,0,0,54,284,93,3,3,2,0,2,59,18,59,18,54,284,93,3,3,2,0,2,81,1,10,35,36,9,81,FW,862a1c15
198,Pontus Almqvist,25,29,1112,12.4,10,19,7,1,1,2,1,0,0,0,2.1,2.1,1.3,3.5,0.9,3.5,-1.1,-1.1,-0.3,0.08,26,0.04,0.11,9,34.6,17.4,0,26,0.04,0.11,9,34.6,17.4,0,215,297,72.4,10,4,4,1,12,2758,504,150,184,81.5,46,65,70.8,7,12,58.3,26,15,0,5,3,3,0,2,2,0,0,0,0,0,298,2165,1059,42,18,22,31,13,320,85,320,85,298,2165,1059,42,18,22,31,13,462,11,67,154,253,53,462,FWMF,0917188a
199,Marcos Alonso,33,33,2857,31.7,31,2,1,4,0,4,0,4,4,0,4.0,1.6,1.3,,2.0,2.9,-1.0,-1.6,-1.3,0.05,34,0.00,0.00,11,32.4,20.3,7,34,0.00,0.00,11,32.4,20.3,7,2139,2397,89.2,21,226,21,6,215,38937,14018,852,902,94.5,1078,1140,94.6,180,288,62.5,46,38,3,1,3,0,1,6,6,0,0,0,0,0,1733,10524,6481,64,48,2,20,9,1901,49,1901,49,1733,10524,6481,64,48,2,20,9,2683,211,1022,1399,298,35,2680,DF,f4290206
200,Carlos Alonso Vargas,25,5,58,0.6,0,5,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,0,,,0,0,,,0,,,0,23,35,65.7,0,2,0,0,5,356,161,14,17,82.4,6,9,66.7,2,7,28.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,66,5,0,0,0,2,0,22,1,22,1,17,66,5,0,0,0,2,0,49,0,14,20,15,1,49,DFFW,20974b8a
